ID,Income,Debt,Credit_History_Length,Number_of_Credit_Accounts,Credit_Utilization,Payment_History,Loan_Type,Default_History,Employment_Status,Age,Residence_Status,Education_Level,Marital_Status,Number_of_Dependents,Recent_Credit_Inquiries,Existing_Savings,CIBIL_Score
393,106362,42940,2,1,0.968779412787279,85.5827349139526,Auto Loan,5,Salaried,57,Mortgaged,Bachelor’s,Married,4,2,13652,300
394,92526,19255,16,3,0.0494843264841428,66.1106880996358,Home Loan,0,Salaried,33,Rented,Master’s,Single,5,2,9123,568.515911401404
395,107725,25663,11,4,0.768969325348274,63.6758884232333,Credit Card,1,Self-employed,24,Mortgaged,Bachelor’s,Married,5,3,10817,378.442678343456
396,24303,48869,4,2,0.310989951197191,69.2514579467312,Auto Loan,1,Unemployed,60,Mortgaged,High School,Divorced,4,1,30982,300
397,34250,19093,9,3,0.671342828135923,55.0195978661871,Auto Loan,2,Salaried,28,Rented,High School,Single,2,5,39123,300
398,101543,25894,1,4,0.343280175036069,96.5907963251058,Auto Loan,5,Salaried,59,Mortgaged,Bachelor’s,Married,0,0,21942,300
399,28306,47443,17,1,0.66469238355135,50.5439866380999,Auto Loan,1,Self-employed,63,Mortgaged,Bachelor’s,Married,1,2,29592,300
400,116797,38370,8,7,0.654294841986319,63.0793234385982,Personal Loan,0,Unemployed,36,Owned,High School,Single,0,2,20782,367.124844187334
401,106145,3027,9,2,0.659299600031189,9.19032881116307,Auto Loan,1,Unemployed,20,Mortgaged,Doctorate,Married,2,0,1157,444.293537735796
402,74964,39806,7,10,0.396845084454021,31.495445071331,Credit Card,1,Salaried,64,Owned,Master’s,Married,5,5,70736,300
403,147021,9384,5,8,0.207067958555489,6.65103940668783,Auto Loan,0,Salaried,24,Mortgaged,Master’s,Divorced,3,2,33998,523.712723847795
404,136061,1253,20,6,0.672886885958022,67.4965877485582,Home Loan,0,Self-employed,48,Owned,Doctorate,Divorced,5,0,86502,680.90193861181
405,27405,20406,2,7,0.319530677448351,22.5974889951407,Credit Card,2,Self-employed,39,Owned,High School,Single,1,3,6492,300
406,93710,19651,5,10,0.115490805441558,28.6043597927175,Auto Loan,1,Self-employed,62,Mortgaged,High School,Divorced,1,3,79704,416.971432685536
407,79197,6020,8,1,0.797721384875467,9.99627367024134,Home Loan,1,Salaried,39,Mortgaged,High School,Married,3,2,13682,382.923998347574
408,47488,23690,11,6,0.0272124769671452,26.5667842467831,Personal Loan,3,Unemployed,35,Owned,Doctorate,Divorced,2,3,2158,313.770811093344
409,138223,38055,14,2,0.775247717822697,27.9202721511076,Auto Loan,0,Salaried,36,Owned,Master’s,Divorced,5,4,2580,388.309030959951
410,65701,49347,4,9,0.77043808079412,98.9004074390762,Credit Card,4,Unemployed,38,Owned,Doctorate,Single,0,2,52349,300
411,129376,3864,11,4,0.648421203435766,92.428457425917,Personal Loan,4,Unemployed,44,Mortgaged,Bachelor’s,Married,3,5,71703,378.302775036049
412,45198,5753,17,2,0.614469172089662,84.4996880997577,Home Loan,3,Salaried,18,Owned,High School,Single,4,2,2944,412.169926840913
413,80189,36671,11,10,0.855122833334287,6.82766077816689,Home Loan,4,Unemployed,39,Mortgaged,Master’s,Single,4,2,80550,300
414,118861,47414,12,5,0.887728986105833,17.243882200103,Personal Loan,0,Self-employed,36,Mortgaged,Master’s,Divorced,0,3,59626,307.019709156135
415,76099,19343,2,10,0.340245660600466,94.827080046952,Personal Loan,0,Unemployed,35,Rented,Doctorate,Married,2,1,33547,437.406640630096
416,104569,14282,3,3,0.511441856688088,98.8406373390259,Home Loan,4,Salaried,60,Owned,High School,Married,3,2,62271,300
417,26616,27588,9,10,0.486871857522937,44.6789055060732,Personal Loan,0,Self-employed,50,Rented,Bachelor’s,Married,2,3,68516,393.456267000743
418,35524,24075,2,10,0.260210231097787,6.76261148581692,Personal Loan,5,Self-employed,27,Rented,Master’s,Single,0,5,58816,300
419,71270,39901,7,5,0.868523935182433,84.7749285764585,Home Loan,2,Unemployed,54,Mortgaged,Bachelor’s,Single,4,0,40985,300
420,79441,9764,15,2,0.580507820644861,96.7030888869403,Home Loan,1,Unemployed,52,Rented,Bachelor’s,Divorced,1,5,90425,504.441429045651
421,56177,35735,11,4,0.706000259570003,44.0254963384193,Home Loan,2,Unemployed,27,Rented,High School,Divorced,0,5,81575,300
422,30937,18078,6,5,0.889077372903694,90.5084110509802,Auto Loan,3,Self-employed,25,Mortgaged,Master’s,Divorced,4,4,10425,300
423,131983,14055,19,7,0.190577073336689,8.85290624347881,Home Loan,5,Self-employed,18,Mortgaged,Bachelor’s,Married,5,5,14758,378.082412454737
424,20350,5704,11,5,0.890906914068719,52.294546143962,Auto Loan,2,Unemployed,32,Mortgaged,High School,Divorced,2,4,21732,357.103248331776
425,139484,44623,3,3,0.953576900731689,71.6771549974058,Personal Loan,5,Self-employed,53,Owned,Doctorate,Single,4,4,3574,300
426,139652,13137,9,1,0.40506895894317,30.3372489079669,Personal Loan,0,Unemployed,22,Rented,Doctorate,Divorced,2,5,30729,497.078061893
427,107321,16503,11,6,0.276565445511163,35.560494955793,Auto Loan,4,Salaried,39,Rented,High School,Single,2,1,65482,319.156036260114
428,71251,28352,1,8,0.669717762257293,68.612736512331,Personal Loan,0,Self-employed,64,Mortgaged,Bachelor’s,Divorced,1,1,43493,323.075258697103
429,141803,43316,12,9,0.6227364533144,91.9095170607769,Credit Card,4,Salaried,51,Owned,Bachelor’s,Married,1,0,69813,300
430,57720,7650,2,6,0.114115997588206,89.2494248739409,Personal Loan,5,Self-employed,52,Owned,Doctorate,Single,5,5,44999,300
431,53984,17966,19,7,0.820596686406186,99.4250692212844,Home Loan,5,Self-employed,52,Rented,Master’s,Single,0,1,3851,300
432,49364,22028,12,3,0.4848536632416,88.2322292456942,Personal Loan,2,Self-employed,38,Owned,Doctorate,Divorced,3,5,65759,353.40008163202
433,62180,20413,13,8,0.4818894044268,28.2887892791968,Credit Card,3,Salaried,35,Rented,High School,Married,1,0,37235,325.343787530252
434,63807,8154,11,3,0.570950378430502,12.2629845146477,Home Loan,0,Unemployed,49,Rented,Bachelor’s,Married,3,2,177,475.804454414274
435,96073,47622,3,5,0.994747137594287,32.6006798954882,Home Loan,5,Self-employed,60,Mortgaged,High School,Single,1,0,33873,300
436,76663,20324,1,8,0.496498812932528,84.1509206062806,Auto Loan,2,Salaried,23,Mortgaged,Master’s,Divorced,0,4,98995,300
437,143859,43801,4,2,0.485731192470399,72.1674889960516,Home Loan,5,Self-employed,39,Rented,High School,Married,3,0,43544,300
438,26558,21612,4,8,0.831069343533115,25.8829408745408,Personal Loan,4,Salaried,60,Owned,Master’s,Divorced,3,3,42220,300
439,120857,23707,4,4,0.251191171346155,29.6923422414234,Credit Card,0,Salaried,61,Owned,Master’s,Single,3,1,12705,411.76338731943
440,48896,30701,13,7,0.583429517569934,25.8571620726417,Auto Loan,4,Salaried,62,Rented,Bachelor’s,Divorced,5,2,8369,300
441,92079,14120,11,10,0.958858416627044,35.5470190767316,Personal Loan,4,Salaried,58,Rented,Bachelor’s,Single,1,0,50560,300
442,27755,46058,17,10,0.520543063850194,97.0880557613455,Credit Card,3,Unemployed,51,Mortgaged,Doctorate,Single,4,0,37498,300
443,31673,17881,13,4,0.453748220455864,31.3174805297991,Credit Card,1,Self-employed,33,Mortgaged,Master’s,Divorced,5,2,42435,401.994251552647
444,84452,42633,19,6,0.556603937622983,40.0568120563807,Home Loan,1,Self-employed,61,Rented,Doctorate,Divorced,4,2,88164,377.504345599226
445,29970,28697,18,2,0.72184198639724,37.670289130715,Personal Loan,2,Salaried,58,Rented,High School,Married,3,2,18605,313.145945925634
446,119854,17061,8,3,0.0682200365805101,93.6977816570215,Auto Loan,3,Self-employed,64,Mortgaged,Doctorate,Married,1,5,27844,379.624553837126
447,55478,47988,6,7,0.384396994603316,71.771007020541,Auto Loan,1,Self-employed,60,Owned,Doctorate,Single,1,5,78890,300
448,100697,7409,15,9,0.767551755322597,33.2521409198723,Auto Loan,0,Salaried,64,Rented,High School,Single,1,4,86330,564.95722826101
449,88348,19883,1,7,0.590527222447281,9.15825360222977,Personal Loan,0,Salaried,52,Owned,Doctorate,Single,1,1,55336,350.010071223053
450,107382,38199,8,6,0.277826401871352,64.0673969243179,Auto Loan,5,Unemployed,37,Mortgaged,Master’s,Single,1,1,88609,300
451,69187,9463,14,9,0.831727972695575,71.1783530731408,Home Loan,4,Salaried,25,Mortgaged,High School,Divorced,4,3,3483,336.22604593368
452,77548,40162,15,1,0.580500599596448,13.5530978498092,Personal Loan,0,Self-employed,30,Mortgaged,Master’s,Married,5,0,63188,354.615155631927
453,58768,20343,9,10,0.577785177886097,53.2388157087383,Personal Loan,5,Self-employed,42,Owned,Bachelor’s,Married,0,3,85926,300
454,147157,4707,7,9,0.393886988768125,19.867047510732,Home Loan,0,Salaried,59,Mortgaged,Doctorate,Divorced,0,5,91605,560.11449154522
455,138786,17516,5,7,0.607659617772201,46.2113136511579,Credit Card,1,Unemployed,55,Rented,Doctorate,Married,4,4,28367,402.283695048359
456,108516,12504,10,2,0.971511075706461,21.3110594760698,Auto Loan,2,Unemployed,33,Rented,High School,Single,1,3,6951,333.328422167389
457,100373,17758,17,2,0.574988049437136,45.1743076979124,Credit Card,0,Unemployed,21,Rented,Master’s,Divorced,3,3,76636,523.213682238576
458,60168,35955,19,9,0.41514572799003,36.0583073062228,Home Loan,5,Unemployed,48,Mortgaged,High School,Single,2,3,14289,300
459,146131,24653,5,6,0.14703539695167,95.2510663701374,Personal Loan,5,Unemployed,51,Owned,Bachelor’s,Divorced,5,1,90412,300
460,23440,43590,11,9,0.509428080514662,32.6836963967837,Credit Card,0,Salaried,42,Rented,Doctorate,Married,3,3,32089,318.075706813592
461,101391,40405,13,6,0.468784300611231,45.4939631077049,Credit Card,2,Salaried,41,Owned,Bachelor’s,Married,3,4,60710,301.437551492729
462,46953,47365,12,6,0.126025749869174,15.547895382608,Home Loan,0,Unemployed,21,Mortgaged,Master’s,Single,0,1,12759,339.648372704387
463,91726,11659,1,6,0.711342997933061,58.8669938428189,Credit Card,3,Unemployed,38,Owned,Master’s,Divorced,0,4,47797,300
464,134333,17298,7,6,0.555029717997353,54.4402728374401,Home Loan,1,Unemployed,41,Owned,Master’s,Single,2,4,78746,424.782497952318
465,139228,34831,3,1,0.279580030377984,28.8849317545746,Home Loan,1,Unemployed,51,Rented,Master’s,Married,0,5,45422,300
466,78542,43260,16,3,0.744856883696992,88.4010926259293,Auto Loan,4,Salaried,38,Mortgaged,Master’s,Married,4,4,72213,300
467,45948,10003,16,7,0.639110036631108,86.4562930678034,Auto Loan,1,Salaried,33,Owned,High School,Divorced,2,4,84825,504.934142870791
468,95887,30490,8,8,0.629390698379645,27.7573418464511,Home Loan,0,Salaried,48,Mortgaged,Bachelor’s,Married,5,1,94323,382.414267751928
469,98062,1491,13,3,0.166118960763165,59.3243437319938,Credit Card,1,Salaried,19,Rented,Doctorate,Single,0,2,4858,565.969942456347
470,116428,42936,6,3,0.0276215947205241,9.86319908620916,Personal Loan,1,Self-employed,47,Mortgaged,High School,Divorced,4,4,76961,300
471,70964,41972,4,10,0.0346748324884832,61.4830062299612,Credit Card,5,Salaried,55,Owned,Master’s,Divorced,3,3,55644,300
472,53280,26347,16,3,0.309524741999228,83.1152596495193,Home Loan,2,Self-employed,50,Rented,Bachelor’s,Married,0,4,46993,389.390155624837
473,70602,24645,4,5,0.289763457127239,39.2211540061114,Personal Loan,1,Salaried,60,Mortgaged,Master’s,Single,5,2,16523,329.477231290332
474,112628,49395,8,5,0.147594095659943,7.0785623886902,Home Loan,5,Unemployed,38,Mortgaged,Doctorate,Married,2,2,36748,300
475,125555,44621,17,5,0.355253333668132,40.2568303514557,Home Loan,0,Unemployed,35,Mortgaged,High School,Married,4,0,17068,440.201415142248
476,149241,4244,15,5,0.957342824004221,11.7952673837172,Credit Card,2,Unemployed,62,Rented,Bachelor’s,Single,1,0,10958,463.437351291437
477,77640,21819,9,9,0.532984089566599,78.2174257020487,Home Loan,1,Salaried,42,Rented,High School,Single,5,2,89068,413.475303894365
478,87247,5963,8,9,0.959647579669624,83.2596727108762,Home Loan,5,Self-employed,34,Mortgaged,Master’s,Divorced,0,2,91777,300
479,40875,33046,8,6,0.223233357057645,59.1247258015876,Credit Card,3,Salaried,59,Rented,Master’s,Married,5,3,51951,300
480,145867,18851,7,2,0.872656904540987,35.5168565778491,Auto Loan,4,Self-employed,35,Owned,Doctorate,Married,4,2,96092,300
481,57218,33523,17,9,0.451745405784988,29.2257646040367,Auto Loan,0,Unemployed,21,Mortgaged,Doctorate,Divorced,1,1,9104,454.968675056853
482,75523,35948,7,9,0.561680860563715,58.9230759728502,Home Loan,1,Salaried,34,Rented,High School,Married,5,1,86387,308.90211859672
483,142132,7051,10,6,0.596748780863175,64.0294201485424,Auto Loan,2,Self-employed,28,Owned,Bachelor’s,Divorced,0,4,48674,461.83949865462
484,63535,9398,16,7,0.480757366171094,6.58649020753673,Home Loan,3,Salaried,45,Rented,High School,Single,1,0,91901,395.584175153326
485,27712,17819,9,6,0.512801968397333,35.0857856108408,Home Loan,5,Self-employed,35,Owned,Master’s,Married,4,3,57616,300
486,138552,33493,5,6,0.633077061634922,87.9881499318561,Credit Card,2,Self-employed,43,Owned,Master’s,Married,1,5,17481,300
487,58652,15592,20,9,0.959648493003791,71.8027344541842,Home Loan,2,Self-employed,65,Rented,Bachelor’s,Single,5,0,69655,446.077851260046
488,35311,11509,5,5,0.831572439710495,71.4341142296082,Home Loan,2,Self-employed,48,Mortgaged,Master’s,Single,5,5,16583,300
489,98562,33889,10,2,0.834119729802212,17.1931164542515,Home Loan,1,Salaried,45,Mortgaged,Bachelor’s,Married,1,0,9398,300
490,61253,36581,6,1,0.0509242341681245,96.9189755937441,Personal Loan,5,Unemployed,25,Mortgaged,Bachelor’s,Single,5,4,35260,300
491,124673,24520,10,1,0.800512765238335,38.4279967909998,Auto Loan,4,Unemployed,60,Mortgaged,Master’s,Married,5,0,12047,300
492,74771,45342,8,8,0.173010025282722,77.8206465158207,Credit Card,5,Salaried,51,Mortgaged,Master’s,Single,0,5,40493,300
493,66992,47380,12,8,0.279750632628762,1.89725043309207,Personal Loan,5,Self-employed,23,Rented,Bachelor’s,Married,5,0,90020,300
494,123246,1615,10,1,0.482985713536808,81.3794178880796,Credit Card,5,Self-employed,35,Owned,Master’s,Married,5,0,73668,321.480137590359
495,110372,39599,15,6,0.0591914174829233,84.5624422814461,Personal Loan,2,Salaried,58,Rented,Doctorate,Divorced,4,3,58241,391.948412725764
496,67076,6072,20,9,0.544143243916065,19.3531328927527,Personal Loan,2,Self-employed,44,Owned,High School,Single,4,4,53404,514.619575388103
497,34067,17475,1,2,0.876392374882632,46.8721297534338,Home Loan,0,Salaried,43,Owned,High School,Married,1,3,23233,300
498,132884,10449,15,3,0.668874071350514,41.7328111898817,Auto Loan,4,Self-employed,25,Owned,Bachelor’s,Single,3,0,12210,355.323331793223
499,91465,32516,12,7,0.487613268060245,76.9326771171839,Auto Loan,5,Unemployed,49,Mortgaged,High School,Divorced,5,5,90428,300
500,95061,38437,17,6,0.732831149326649,14.496657042303,Credit Card,4,Unemployed,59,Mortgaged,Master’s,Married,0,5,32565,300
501,127228,27825,10,1,0.345082671076983,44.8106735636652,Home Loan,5,Self-employed,48,Rented,Doctorate,Divorced,0,2,18828,300
502,93260,12611,14,5,0.0051505052776204,72.6438238219564,Auto Loan,3,Unemployed,39,Rented,High School,Divorced,5,2,74498,449.92519471655
503,75770,35186,18,8,0.448986708696255,37.7142237353125,Auto Loan,4,Self-employed,20,Owned,Bachelor’s,Single,0,2,86518,300
504,68839,12814,19,6,0.137611858385459,54.6402328698643,Home Loan,3,Self-employed,50,Rented,Master’s,Single,2,2,28827,465.381597263053
505,87956,22940,13,1,0.601717650506866,0.118025114355214,Personal Loan,4,Unemployed,49,Owned,Doctorate,Married,0,3,35340,300
506,128935,2402,1,6,0.827476293107059,55.2656475222283,Personal Loan,1,Self-employed,30,Rented,Master’s,Single,5,4,30706,408.831861117075
507,99655,25247,2,7,0.614748837590722,87.9430915498473,Home Loan,1,Unemployed,46,Mortgaged,Master’s,Divorced,0,0,29427,327.698328682518
508,58860,9933,7,7,0.437206591458005,87.1727532849135,Auto Loan,1,Unemployed,26,Mortgaged,Bachelor’s,Married,2,3,21501,444.440717496656
509,137430,17168,19,1,0.709584760644731,19.2064290332525,Home Loan,2,Unemployed,18,Rented,Doctorate,Married,3,2,11659,439.424738452153
510,117102,4827,18,10,0.431997844914779,24.8481647469092,Credit Card,1,Self-employed,28,Rented,Doctorate,Single,3,1,45307,603.157297881977
511,102618,43735,7,9,0.263465311315871,73.9174812348334,Auto Loan,4,Salaried,58,Mortgaged,Master’s,Single,2,4,45695,300
512,112015,22911,10,10,0.551615170647711,49.187394042107,Personal Loan,4,Self-employed,37,Rented,Bachelor’s,Married,5,1,4678,300
513,42902,9013,3,2,0.749225376308445,78.1146184309669,Auto Loan,2,Salaried,50,Mortgaged,Bachelor’s,Married,2,5,96620,300
514,62212,16466,1,5,0.691165405357032,25.3268572256864,Credit Card,1,Salaried,61,Owned,Master’s,Married,1,5,73960,300
515,44508,27772,14,10,0.0229688134024668,47.0045281043215,Personal Loan,0,Salaried,19,Mortgaged,High School,Divorced,4,2,5930,502.017382711914
516,85538,21770,18,7,0.0376467393713237,94.1882259871269,Personal Loan,3,Self-employed,28,Owned,Master’s,Single,2,5,50348,456.504772389764
517,84098,13264,15,9,0.259822520934733,36.0712352421401,Auto Loan,2,Salaried,42,Rented,High School,Divorced,4,0,29209,476.79869886093
518,114957,45708,5,8,0.0940066246464334,73.7448222437732,Auto Loan,3,Unemployed,55,Rented,Master’s,Married,2,4,36429,300
519,27835,19645,19,4,0.634071750043367,24.0116493977794,Personal Loan,3,Self-employed,36,Mortgaged,Doctorate,Single,4,4,49038,328.93031636122
520,94359,10731,7,5,0.384992627865374,78.3834501934653,Credit Card,4,Salaried,52,Mortgaged,Doctorate,Married,5,1,3310,304.943462310195
521,71885,22826,17,4,0.384831426459527,14.9882921530445,Auto Loan,3,Salaried,48,Owned,Bachelor’s,Married,3,5,37524,342.804336763903
522,148997,5961,4,6,0.759012492416954,10.1142719781387,Auto Loan,2,Salaried,38,Owned,Master’s,Divorced,3,5,19002,368.682220080707
523,69668,10111,6,8,0.168870465509333,4.13340756017908,Personal Loan,0,Self-employed,51,Owned,High School,Married,1,2,55857,481.06999056249
524,118492,5458,17,9,0.776630420613438,63.5008700245943,Auto Loan,3,Salaried,38,Mortgaged,Bachelor’s,Married,0,4,31490,470.79205961762
525,115710,47103,3,9,0.867025393553953,67.0598607108836,Personal Loan,3,Self-employed,40,Rented,Doctorate,Single,3,3,15100,300
526,44120,16685,17,6,0.797361081647638,51.8516532656747,Auto Loan,1,Self-employed,43,Mortgaged,High School,Divorced,0,4,94751,442.178051801407
527,49702,11554,4,1,0.0677370992667244,20.5194672805195,Credit Card,4,Unemployed,53,Owned,Doctorate,Married,4,1,79721,300
528,134044,36655,8,3,0.884499332074797,26.1508775865905,Credit Card,0,Unemployed,33,Mortgaged,High School,Single,4,4,450,325.713172252482
529,107375,12222,13,4,0.32803804672739,71.3172897197249,Credit Card,2,Self-employed,26,Mortgaged,Doctorate,Single,1,0,90792,463.328173520457
530,72433,22245,4,5,0.00632858728946484,77.1277500144372,Credit Card,4,Self-employed,35,Mortgaged,High School,Single,3,3,86028,300
531,57659,5593,1,5,0.996486724726217,91.9962836017908,Personal Loan,4,Salaried,64,Rented,High School,Single,2,0,61896,300
532,79269,13103,14,9,0.99960041051027,24.8232335773377,Auto Loan,2,Unemployed,28,Mortgaged,Master’s,Married,1,2,97812,384.782575737642
533,74682,22068,2,5,0.970601257499075,21.0332718974943,Credit Card,1,Unemployed,30,Owned,Doctorate,Married,4,4,70996,300
534,81269,11101,17,10,0.536444940962397,88.8982111846118,Credit Card,4,Salaried,35,Mortgaged,High School,Single,0,3,90763,409.4789448294
535,98277,14151,13,7,0.242927509366381,52.9110302501781,Auto Loan,3,Self-employed,33,Mortgaged,Master’s,Single,0,0,89038,411.925764188451
536,110056,4996,8,8,0.00916629298857186,0.906842422001253,Credit Card,4,Unemployed,65,Mortgaged,Master’s,Married,5,1,84621,367.92745857881
537,35896,29254,17,9,0.197606098047489,39.615642708486,Home Loan,1,Self-employed,25,Owned,Master’s,Divorced,3,3,51842,442.707878216161
538,143384,19664,13,1,0.712099505405196,19.4006225427612,Home Loan,3,Unemployed,47,Rented,Doctorate,Married,0,2,85370,320.759694064194
539,109737,37676,15,8,0.961335638037892,77.8029573994218,Credit Card,0,Unemployed,58,Rented,Bachelor’s,Single,3,1,61261,417.545914895922
540,119284,29991,11,8,0.40769247930884,53.9950844934575,Home Loan,0,Salaried,29,Owned,Doctorate,Divorced,1,0,28977,465.795960982511
541,115524,22060,3,8,0.667323759476213,7.88604321291567,Credit Card,4,Self-employed,18,Rented,Bachelor’s,Single,3,5,95044,300
542,34654,49613,15,6,0.750931932185872,57.5696136974094,Home Loan,3,Unemployed,62,Mortgaged,Bachelor’s,Divorced,2,5,45363,300
543,52668,45409,14,6,0.506105463937452,55.0315070386051,Auto Loan,1,Salaried,63,Owned,Doctorate,Married,5,4,85040,304.972207125557
544,55539,44029,17,3,0.762578562327212,63.2994511624397,Personal Loan,0,Unemployed,65,Rented,Bachelor’s,Single,5,5,3481,357.272869348499
545,64816,10975,4,3,0.701135823539098,45.8838894522801,Credit Card,4,Self-employed,44,Mortgaged,Master’s,Divorced,5,4,84650,300
546,122424,6036,6,4,0.341704898561366,21.9968856174096,Auto Loan,1,Salaried,26,Mortgaged,Master’s,Divorced,1,1,64164,458.263952952568
547,52939,1714,18,1,0.828181992195683,52.6169237149842,Auto Loan,4,Unemployed,21,Rented,High School,Divorced,5,2,92851,355.21292930459
548,56670,49714,20,3,0.886705203327991,62.3656269934798,Credit Card,4,Unemployed,34,Rented,Bachelor’s,Married,1,3,18747,300
549,125832,11373,20,10,0.232133797665473,17.7456495962135,Credit Card,5,Unemployed,65,Rented,Master’s,Single,5,1,36335,412.682445031559
550,91402,5990,11,9,0.801340912789218,75.0672183319533,Home Loan,4,Salaried,33,Owned,High School,Single,4,4,33438,343.384184553722
551,75969,25705,11,3,0.0304202755309549,20.585616033201,Credit Card,0,Salaried,52,Rented,Doctorate,Single,3,5,71157,454.371780463505
552,71955,26203,5,8,0.621274807947396,71.7193463526668,Home Loan,0,Self-employed,57,Owned,Bachelor’s,Married,1,1,80365,380.687192381594
553,53148,23518,8,5,0.487157944889297,4.74670690789529,Personal Loan,2,Salaried,47,Owned,High School,Married,5,0,20055,300
554,130505,28039,7,8,0.735641139408337,19.0358430503903,Home Loan,5,Salaried,37,Rented,Master’s,Divorced,0,5,16990,300
555,49563,29361,15,8,0.486846836114545,52.4410312501937,Personal Loan,0,Self-employed,48,Rented,Bachelor’s,Single,4,3,76930,453.772832013642
556,42116,1807,15,4,0.17132172562172,55.9113747044312,Personal Loan,1,Unemployed,65,Rented,Doctorate,Single,0,0,56234,549.865848123377
557,97204,27635,8,6,0.677073998775839,51.9532631988934,Credit Card,3,Unemployed,35,Rented,Master’s,Divorced,4,2,51657,300
558,114750,20240,12,6,0.856956116682348,79.1165663360357,Home Loan,2,Self-employed,18,Mortgaged,Bachelor’s,Divorced,0,4,63679,379.162671499783
559,95637,10850,6,2,0.918816506642641,86.4084785334502,Auto Loan,0,Self-employed,43,Mortgaged,Doctorate,Divorced,0,5,34260,430.830588602461
560,74066,18124,13,9,0.854504123397736,84.5143188916767,Home Loan,3,Unemployed,33,Mortgaged,High School,Married,0,2,95543,340.564080439398
561,52858,36844,15,2,0.801166819260257,57.3738684556254,Personal Loan,3,Salaried,46,Mortgaged,Bachelor’s,Divorced,5,3,1969,300
562,103517,7155,11,7,0.482014866713184,48.1116181013203,Home Loan,1,Salaried,61,Owned,Master’s,Married,0,1,35895,504.090655712675
563,141470,36067,7,1,0.415397530328638,29.4019936229898,Personal Loan,0,Salaried,62,Rented,Bachelor’s,Divorced,0,1,88290,362.139577111965
564,106796,1872,18,6,0.667922618791045,91.9723915249022,Personal Loan,1,Self-employed,53,Mortgaged,Bachelor’s,Divorced,3,0,37269,601.03126721668
565,55343,40291,5,5,0.338232237446016,3.42674660907081,Home Loan,2,Unemployed,30,Rented,Bachelor’s,Married,5,2,1289,300
566,145147,38351,4,6,0.961180402955568,86.0264580175582,Personal Loan,1,Unemployed,65,Rented,High School,Married,1,1,47431,300
567,76979,5616,18,7,0.159572533372682,55.6140857924055,Auto Loan,0,Self-employed,50,Mortgaged,High School,Divorced,4,2,54455,650.089122892268
568,139629,22431,2,3,0.687394112183557,11.5818196167509,Home Loan,1,Self-employed,42,Mortgaged,Bachelor’s,Divorced,2,1,70873,302.98249859002
569,24643,19019,18,6,0.724821107056886,29.7404438051579,Personal Loan,5,Salaried,46,Owned,Bachelor’s,Married,4,5,39713,300
570,90283,40492,2,2,0.45484285548664,2.51007410132036,Personal Loan,3,Self-employed,18,Rented,High School,Divorced,4,2,91138,300
571,59298,23847,10,3,0.966674653309663,5.44989676959369,Auto Loan,0,Self-employed,46,Mortgaged,High School,Married,2,0,76628,341.354483053831
572,68838,32027,13,8,0.358545382783478,89.0125814369549,Auto Loan,3,Self-employed,23,Owned,Master’s,Single,2,1,18934,314.40875244013
573,102057,6424,1,4,0.114249354316934,21.5504390265409,Credit Card,1,Salaried,52,Mortgaged,Doctorate,Single,3,2,32939,415.268284081577
574,146798,40088,20,10,0.159391628908231,56.7273497740098,Auto Loan,5,Self-employed,46,Rented,Bachelor’s,Single,0,1,37859,309.849845329515
575,83975,47291,17,7,0.70771329709812,93.6824805212942,Credit Card,3,Unemployed,20,Mortgaged,Bachelor’s,Single,1,0,65904,300
576,30516,29824,20,8,0.824936864700333,54.7071005510792,Auto Loan,2,Salaried,47,Owned,High School,Married,0,1,7443,356.083863805506
577,40468,31363,17,7,0.57278041494497,75.119244602492,Credit Card,1,Unemployed,56,Rented,Master’s,Single,4,5,17942,405.445247473416
578,52245,10788,3,1,0.121929219007805,68.010326582538,Personal Loan,4,Unemployed,59,Rented,Master’s,Single,5,3,19501,300
579,23853,42036,19,7,0.774881824932609,51.8909231970233,Auto Loan,1,Salaried,53,Mortgaged,High School,Divorced,0,5,17966,329.179279105251
580,145032,12827,4,8,0.179649701495387,2.97303011482016,Credit Card,2,Salaried,47,Rented,Doctorate,Divorced,2,5,43968,396.074544907871
581,46931,5714,6,9,0.493733814348736,81.8840591146053,Auto Loan,4,Salaried,47,Owned,High School,Divorced,0,3,21323,300
582,111445,25048,2,6,0.246836860883202,85.6755427508369,Home Loan,1,Salaried,20,Owned,High School,Divorced,4,2,73030,367.210751953765
583,26022,13179,4,6,0.0232402034899355,23.0779966734381,Auto Loan,4,Self-employed,41,Mortgaged,Bachelor’s,Divorced,5,4,25050,300
584,31371,35005,16,9,0.289289177710203,33.0257445282133,Auto Loan,4,Self-employed,64,Rented,Master’s,Divorced,0,1,39493,300
585,126213,4717,3,10,0.874939823737939,40.6780387547203,Credit Card,2,Unemployed,50,Mortgaged,Master’s,Single,0,3,99350,373.402037003566
586,146485,19514,17,5,0.275371477402412,83.1310966941927,Credit Card,2,Unemployed,20,Owned,Master’s,Single,0,0,92999,509.115067273522
587,35194,19898,4,3,0.612152260454569,22.0051733815335,Home Loan,4,Salaried,28,Owned,High School,Divorced,5,2,29672,300
588,86072,13356,16,7,0.950536678458816,83.0968199109865,Auto Loan,1,Self-employed,52,Mortgaged,Bachelor’s,Single,4,1,83166,482.096075442945
589,98556,4676,14,3,0.680552439554621,36.2129471389856,Personal Loan,3,Unemployed,65,Owned,Bachelor’s,Divorced,1,2,86303,397.375229614031
